Encryption alg, Msg size, Key size, real, user, sys
aria-192-cbc, 10M, 1M, 0.10, 0.07, 0.01
aria-192-cfb, 10M, 1M, 0.11, 0.08, 0.01
aria-192-cfb1, 10M, 1M, 10.08, 9.92, 0.04
aria-192-cfb8, 10M, 1M, 1.13, 1.10, 0.00
aria-192-ctr, 10M, 1M, 0.09, 0.08, 0.00
aria-192-ecb, 10M, 1M, 0.10, 0.07, 0.00
aria-192-ofb, 10M, 1M, 0.09, 0.06, 0.02
aria-256-cbc, 10M, 1M, 0.11, 0.08, 0.01
aria-256-cfb, 10M, 1M, 0.11, 0.09, 0.00
aria-256-cfb1, 10M, 1M, 11.01, 10.93, 0.02
aria-256-cfb8, 10M, 1M, 1.26, 1.22, 0.02
aria-256-ctr, 10M, 1M, 0.10, 0.08, 0.01
aria-256-ecb, 10M, 1M, 0.10, 0.08, 0.01
aria-256-ofb, 10M, 1M, 0.11, 0.08, 0.00
base64, 10M, 1M, 0.04, 0.00, 0.01
bf, 10M, 1M, 0.09, 0.06, 0.01
bf-cbc, 10M, 1M, 0.09, 0.05, 0.02
bf-cfb, 10M, 1M, 0.10, 0.07, 0.01
bf-ecb, 10M, 1M, 0.08, 0.06, 0.00
bf-ofb, 10M, 1M, 0.09, 0.05, 0.02
camellia-128-cbc, 10M, 1M, 0.07, 0.03, 0.02
camellia-128-ecb, 10M, 1M, 0.08, 0.04, 0.01
camellia-192-cbc, 10M, 1M, 0.09, 0.05, 0.02
camellia-192-ecb, 10M, 1M, 0.09, 0.06, 0.01
camellia-256-cbc, 10M, 1M, 0.08, 0.06, 0.01
camellia-256-ecb, 10M, 1M, 0.09, 0.06, 0.01
cast, 10M, 1M, 0.10, 0.07, 0.01
cast-cbc, 10M, 1M, 0.09, 0.07, 0.01
cast5-cbc, 10M, 1M, 0.09, 0.08, 0.00
cast5-cfb, 10M, 1M, 0.12, 0.10, 0.00
cast5-ecb, 10M, 1M, 0.09, 0.06, 0.01
cast5-ofb, 10M, 1M, 0.09, 0.07, 0.01
des, 10M, 1M, 0.17, 0.12, 0.00
des-cbc, 10M, 1M, 0.15, 0.11, 0.01
des-cfb, 10M, 1M, 0.16, 0.14, 0.01
des-ecb, 10M, 1M, 0.13, 0.09, 0.03
des-ede, 10M, 1M, 0.34, 0.29, 0.01
des-ede-cbc, 10M, 1M, 0.31, 0.29, 0.00
des-ede-cfb, 10M, 1M, 0.34, 0.30, 0.01
des-ede-ofb, 10M, 1M, 0.32, 0.30, 0.00
des-ede3, 10M, 1M, 0.33, 0.29, 0.02
des-ede3-cbc, 10M, 1M, 0.31, 0.29, 0.00
des-ede3-cfb, 10M, 1M, 0.33, 0.29, 0.01
des-ede3-ofb, 10M, 1M, 0.32, 0.30, 0.00
des-ofb, 10M, 1M, 0.14, 0.12, 0.00
des3, 10M, 1M, 0.32, 0.28, 0.01
desx, 10M, 1M, 0.14, 0.10, 0.02
rc2, 10M, 1M, 0.19, 0.15, 0.02
rc2-40-cbc, 10M, 1M, 0.19, 0.17, 0.01
rc2-64-cbc, 10M, 1M, 0.19, 0.15, 0.02
rc2-cbc, 10M, 1M, 0.19, 0.16, 0.01
rc2-cfb, 10M, 1M, 0.20, 0.16, 0.02
rc2-ecb, 10M, 1M, 0.18, 0.14, 0.03
rc2-ofb, 10M, 1M, 0.19, 0.15, 0.02
rc4, 10M, 1M, 0.03, 0.00, 0.02
rc4-40, 10M, 1M, 0.03, 0.01, 0.01
seed, 10M, 1M, 0.11, 0.09, 0.01
seed-cbc, 10M, 1M, 0.11, 0.08, 0.01
seed-cfb, 10M, 1M, 0.12, 0.09, 0.00
seed-ecb, 10M, 1M, 0.11, 0.09, 0.01
seed-ofb, 10M, 1M, 0.11, 0.09, 0.00
sm4-cbc, 10M, 1M, 0.10, 0.07, 0.01
sm4-cfb, 10M, 1M, 0.10, 0.07, 0.01
sm4-ctr, 10M, 1M, 0.10, 0.06, 0.02
sm4-ecb, 10M, 1M, 0.09, 0.06, 0.01
sm4-ofb, 10M, 1M, 0.09, 0.06, 0.01
aes-128-cbc, 10M, 10M, 0.03, 0.01, 0.01
aes-128-ecb, 10M, 10M, 0.02, 0.01, 0.00
aes-192-cbc, 10M, 10M, 0.03, 0.00, 0.01
aes-192-ecb, 10M, 10M, 0.02, 0.00, 0.01
aes-256-cbc, 10M, 10M, 0.03, 0.01, 0.01
aes-256-ecb, 10M, 10M, 0.02, 0.00, 0.01
aria-128-cbc, 10M, 10M, 0.09, 0.06, 0.01
aria-128-cfb, 10M, 10M, 0.08, 0.06, 0.00
aria-128-cfb1, 10M, 10M, 8.69, 8.64, 0.00
aria-128-cfb8, 10M, 10M, 0.97, 0.92, 0.02
aria-128-ctr, 10M, 10M, 0.08, 0.06, 0.00
aria-128-ecb, 10M, 10M, 0.09, 0.05, 0.02
aria-128-ofb, 10M, 10M, 0.09, 0.06, 0.01
aria-192-cbc, 10M, 10M, 0.10, 0.07, 0.01
aria-192-cfb, 10M, 10M, 0.10, 0.07, 0.01
aria-192-cfb1, 10M, 10M, 9.96, 9.85, 0.03
aria-192-cfb8, 10M, 10M, 1.11, 1.07, 0.02
aria-192-ctr, 10M, 10M, 0.09, 0.07, 0.00
aria-192-ecb, 10M, 10M, 0.10, 0.06, 0.01
aria-192-ofb, 10M, 10M, 0.09, 0.06, 0.01
aria-256-cbc, 10M, 10M, 0.10, 0.08, 0.00
aria-256-cfb, 10M, 10M, 0.10, 0.08, 0.01
aria-256-cfb1, 10M, 10M, 10.98, 10.92, 0.02
aria-256-cfb8, 10M, 10M, 1.26, 1.22, 0.02
aria-256-ctr, 10M, 10M, 0.10, 0.07, 0.01
aria-256-ecb, 10M, 10M, 0.10, 0.08, 0.00
aria-256-ofb, 10M, 10M, 0.10, 0.08, 0.01
base64, 10M, 10M, 0.03, 0.01, 0.01
bf, 10M, 10M, 0.08, 0.07, 0.00
bf-cbc, 10M, 10M, 0.09, 0.05, 0.02
bf-cfb, 10M, 10M, 0.09, 0.05, 0.02
bf-ecb, 10M, 10M, 0.08, 0.06, 0.00
bf-ofb, 10M, 10M, 0.09, 0.05, 0.01
camellia-128-cbc, 10M, 10M, 0.07, 0.03, 0.02
camellia-128-ecb, 10M, 10M, 0.07, 0.05, 0.00
camellia-192-cbc, 10M, 10M, 0.08, 0.06, 0.01
camellia-192-ecb, 10M, 10M, 0.09, 0.06, 0.00
camellia-256-cbc, 10M, 10M, 0.08, 0.04, 0.02
camellia-256-ecb, 10M, 10M, 0.08, 0.05, 0.01
cast, 10M, 10M, 0.10, 0.07, 0.00
cast-cbc, 10M, 10M, 0.09, 0.07, 0.01
cast5-cbc, 10M, 10M, 0.10, 0.06, 0.01
cast5-cfb, 10M, 10M, 0.12, 0.09, 0.01
cast5-ecb, 10M, 10M, 0.09, 0.07, 0.00
cast5-ofb, 10M, 10M, 0.09, 0.06, 0.01
des, 10M, 10M, 0.14, 0.11, 0.01
des-cbc, 10M, 10M, 0.13, 0.11, 0.01
des-cfb, 10M, 10M, 0.16, 0.13, 0.01
des-ecb, 10M, 10M, 0.14, 0.11, 0.00
des-ede, 10M, 10M, 0.31, 0.29, 0.01
des-ede-cbc, 10M, 10M, 0.33, 0.29, 0.01
des-ede-cfb, 10M, 10M, 0.33, 0.28, 0.03
des-ede-ofb, 10M, 10M, 0.31, 0.29, 0.01
des-ede3, 10M, 10M, 0.32, 0.28, 0.01
des-ede3-cbc, 10M, 10M, 0.31, 0.26, 0.03
des-ede3-cfb, 10M, 10M, 0.33, 0.30, 0.01
des-ede3-ofb, 10M, 10M, 0.33, 0.29, 0.02
des-ofb, 10M, 10M, 0.14, 0.10, 0.01
des3, 10M, 10M, 0.32, 0.28, 0.01
desx, 10M, 10M, 0.13, 0.11, 0.00
rc2, 10M, 10M, 0.19, 0.16, 0.01
rc2-40-cbc, 10M, 10M, 0.19, 0.16, 0.00
rc2-64-cbc, 10M, 10M, 0.20, 0.15, 0.02
rc2-cbc, 10M, 10M, 0.18, 0.15, 0.02
rc2-cfb, 10M, 10M, 0.20, 0.18, 0.00
rc2-ecb, 10M, 10M, 0.18, 0.16, 0.01
rc2-ofb, 10M, 10M, 0.18, 0.15, 0.01
rc4, 10M, 10M, 0.03, 0.01, 0.01
rc4-40, 10M, 10M, 0.03, 0.01, 0.01
seed, 10M, 10M, 0.11, 0.09, 0.00
seed-cbc, 10M, 10M, 0.12, 0.09, 0.01
seed-cfb, 10M, 10M, 0.17, 0.13, 0.01
seed-ecb, 10M, 10M, 0.11, 0.08, 0.01
seed-ofb, 10M, 10M, 0.11, 0.09, 0.01
sm4-cbc, 10M, 10M, 0.10, 0.08, 0.00
sm4-cfb, 10M, 10M, 0.10, 0.09, 0.00
sm4-ctr, 10M, 10M, 0.10, 0.07, 0.02
sm4-ecb, 10M, 10M, 0.10, 0.06, 0.02
sm4-ofb, 10M, 10M, 0.09, 0.07, 0.01
aes-128-cbc, 10M, 100M, 0.03, 0.00, 0.01
aes-128-ecb, 10M, 100M, 0.02, 0.00, 0.01
aes-192-cbc, 10M, 100M, 0.03, 0.01, 0.01
aes-192-ecb, 10M, 100M, 0.03, 0.00, 0.01
aes-256-cbc, 10M, 100M, 0.03, 0.01, 0.01
aes-256-ecb, 10M, 100M, 0.02, 0.00, 0.01
aria-128-cbc, 10M, 100M, 0.08, 0.06, 0.01
aria-128-cfb, 10M, 100M, 0.09, 0.06, 0.01
aria-128-cfb1, 10M, 100M, 8.81, 8.77, 0.01
aria-128-cfb8, 10M, 100M, 0.97, 0.92, 0.03
aria-128-ctr, 10M, 100M, 0.08, 0.06, 0.01
aria-128-ecb, 10M, 100M, 0.08, 0.06, 0.00
aria-128-ofb, 10M, 100M, 0.09, 0.06, 0.01
aria-192-cbc, 10M, 100M, 0.10, 0.06, 0.01
aria-192-cfb, 10M, 100M, 0.09, 0.07, 0.00
aria-192-cfb1, 10M, 100M, 9.88, 9.83, 0.02
aria-192-cfb8, 10M, 100M, 1.11, 1.06, 0.03
aria-192-ctr, 10M, 100M, 0.09, 0.07, 0.01
aria-192-ecb, 10M, 100M, 0.09, 0.05, 0.03
aria-192-ofb, 10M, 100M, 0.09, 0.07, 0.01
aria-256-cbc, 10M, 100M, 0.11, 0.09, 0.00
aria-256-cfb, 10M, 100M, 0.10, 0.07, 0.01
aria-256-cfb1, 10M, 100M, 10.99, 10.91, 0.02
aria-256-cfb8, 10M, 100M, 1.26, 1.23, 0.00
aria-256-ctr, 10M, 100M, 0.10, 0.08, 0.00
aria-256-ecb, 10M, 100M, 0.10, 0.08, 0.00
aria-256-ofb, 10M, 100M, 0.10, 0.08, 0.01
base64, 10M, 100M, 0.03, 0.00, 0.01
bf, 10M, 100M, 0.08, 0.05, 0.02
bf-cbc, 10M, 100M, 0.09, 0.07, 0.00
bf-cfb, 10M, 100M, 0.09, 0.06, 0.02
bf-ecb, 10M, 100M, 0.08, 0.06, 0.00
bf-ofb, 10M, 100M, 0.08, 0.06, 0.00
camellia-128-cbc, 10M, 100M, 0.06, 0.05, 0.00
camellia-128-ecb, 10M, 100M, 0.07, 0.04, 0.02
camellia-192-cbc, 10M, 100M, 0.08, 0.05, 0.01
camellia-192-ecb, 10M, 100M, 0.08, 0.06, 0.00
camellia-256-cbc, 10M, 100M, 0.08, 0.05, 0.01
camellia-256-ecb, 10M, 100M, 0.09, 0.05, 0.02
cast, 10M, 100M, 0.10, 0.06, 0.01
cast-cbc, 10M, 100M, 0.09, 0.06, 0.01
cast5-cbc, 10M, 100M, 0.09, 0.07, 0.01
cast5-cfb, 10M, 100M, 0.11, 0.08, 0.01
cast5-ecb, 10M, 100M, 0.08, 0.06, 0.01
cast5-ofb, 10M, 100M, 0.09, 0.06, 0.01
des, 10M, 100M, 0.14, 0.11, 0.01
des-cbc, 10M, 100M, 0.14, 0.10, 0.01
des-cfb, 10M, 100M, 0.15, 0.12, 0.01
des-ecb, 10M, 100M, 0.13, 0.09, 0.02
des-ede, 10M, 100M, 0.31, 0.27, 0.02
des-ede-cbc, 10M, 100M, 0.32, 0.29, 0.01
des-ede-cfb, 10M, 100M, 0.32, 0.29, 0.01
des-ede-ofb, 10M, 100M, 0.31, 0.28, 0.02
des-ede3, 10M, 100M, 0.31, 0.27, 0.02
des-ede3-cbc, 10M, 100M, 0.31, 0.29, 0.00
des-ede3-cfb, 10M, 100M, 0.35, 0.30, 0.01
des-ede3-ofb, 10M, 100M, 0.31, 0.28, 0.01
des-ofb, 10M, 100M, 0.14, 0.11, 0.01
des3, 10M, 100M, 0.31, 0.28, 0.01
desx, 10M, 100M, 0.14, 0.10, 0.02
rc2, 10M, 100M, 0.19, 0.16, 0.01
rc2-40-cbc, 10M, 100M, 0.19, 0.15, 0.02
rc2-64-cbc, 10M, 100M, 0.19, 0.17, 0.00
rc2-cbc, 10M, 100M, 0.18, 0.16, 0.01
rc2-cfb, 10M, 100M, 0.20, 0.18, 0.00
rc2-ecb, 10M, 100M, 0.18, 0.15, 0.01
rc2-ofb, 10M, 100M, 0.18, 0.15, 0.02
rc4, 10M, 100M, 0.06, 0.01, 0.01
rc4-40, 10M, 100M, 0.04, 0.01, 0.01
seed, 10M, 100M, 0.11, 0.09, 0.01
seed-cbc, 10M, 100M, 0.12, 0.08, 0.01
seed-cfb, 10M, 100M, 0.11, 0.08, 0.01
seed-ecb, 10M, 100M, 0.11, 0.09, 0.00
seed-ofb, 10M, 100M, 0.12, 0.09, 0.00
sm4-cbc, 10M, 100M, 0.10, 0.07, 0.01
sm4-cfb, 10M, 100M, 0.10, 0.07, 0.00
sm4-ctr, 10M, 100M, 0.10, 0.08, 0.00
sm4-ecb, 10M, 100M, 0.09, 0.07, 0.00
sm4-ofb, 10M, 100M, 0.09, 0.07, 0.00
aes-128-cbc, 100M, 1b, 0.31, 0.08, 0.09
aes-128-ecb, 100M, 1b, 0.29, 0.03, 0.09
aes-192-cbc, 100M, 1b, 0.33, 0.10, 0.08
aes-192-ecb, 100M, 1b, 0.28, 0.03, 0.09
aes-256-cbc, 100M, 1b, 0.35, 0.11, 0.08
aes-256-ecb, 100M, 1b, 0.27, 0.03, 0.10
aria-128-cbc, 100M, 1b, 0.92, 0.53, 0.16
aria-128-cfb, 100M, 1b, 0.87, 0.58, 0.10
aria-128-cfb1, 100M, 1b, 86.60, 86.25, 0.18
aria-128-cfb8, 100M, 1b, 9.53, 9.33, 0.13
aria-128-ctr, 100M, 1b, 0.82, 0.63, 0.08
aria-128-ecb, 100M, 1b, 0.79, 0.54, 0.12
aria-128-ofb, 100M, 1b, 0.80, 0.57, 0.09
aria-192-cbc, 100M, 1b, 0.93, 0.68, 0.10
aria-192-cfb, 100M, 1b, 0.95, 0.65, 0.13
aria-192-cfb1, 100M, 1b, 98.17, 97.63, 0.34
aria-192-cfb8, 100M, 1b, 11.05, 10.81, 0.11
aria-192-ctr, 100M, 1b, 0.92, 0.71, 0.08
aria-192-ecb, 100M, 1b, 0.85, 0.65, 0.09
aria-192-ofb, 100M, 1b, 0.87, 0.66, 0.09
aria-256-cbc, 100M, 1b, 0.99, 0.78, 0.09
aria-256-cfb, 100M, 1b, 1.00, 0.77, 0.11
aria-256-cfb1, 100M, 1b, 110.47, 109.47, 0.26
aria-256-cfb8, 100M, 1b, 12.36, 12.15, 0.09
aria-256-ctr, 100M, 1b, 1.00, 0.78, 0.08
aria-256-ecb, 100M, 1b, 0.98, 0.72, 0.11
aria-256-ofb, 100M, 1b, 0.97, 0.72, 0.11
base64, 100M, 1b, 0.40, 0.08, 0.10
bf, 100M, 1b, 0.82, 0.56, 0.12
bf-cbc, 100M, 1b, 0.82, 0.60, 0.09
bf-cfb, 100M, 1b, 0.96, 0.68, 0.11
bf-ecb, 100M, 1b, 0.77, 0.53, 0.10
bf-ofb, 100M, 1b, 0.80, 0.56, 0.10
camellia-128-cbc, 100M, 1b, 0.63, 0.43, 0.08
camellia-128-ecb, 100M, 1b, 0.65, 0.43, 0.09
camellia-192-cbc, 100M, 1b, 0.78, 0.56, 0.09
camellia-192-ecb, 100M, 1b, 0.75, 0.56, 0.10
camellia-256-cbc, 100M, 1b, 0.83, 0.52, 0.13
camellia-256-ecb, 100M, 1b, 0.77, 0.58, 0.08
cast, 100M, 1b, 0.85, 0.59, 0.15
cast-cbc, 100M, 1b, 0.84, 0.61, 0.13
cast5-cbc, 100M, 1b, 0.85, 0.61, 0.12
cast5-cfb, 100M, 1b, 1.05, 0.78, 0.12
cast5-ecb, 100M, 1b, 0.83, 0.62, 0.08
cast5-ofb, 100M, 1b, 0.87, 0.63, 0.11
des, 100M, 1b, 1.31, 1.05, 0.14
des-cbc, 100M, 1b, 1.50, 1.05, 0.13
des-cfb, 100M, 1b, 1.43, 1.22, 0.12
des-ecb, 100M, 1b, 1.23, 1.01, 0.12
des-ede, 100M, 1b, 2.95, 2.75, 0.10
des-ede-cbc, 100M, 1b, 3.03, 2.83, 0.09
des-ede-cfb, 100M, 1b, 3.47, 3.14, 0.08
des-ede-ofb, 100M, 1b, 3.08, 2.89, 0.12
des-ede3, 100M, 1b, 3.02, 2.74, 0.11
des-ede3-cbc, 100M, 1b, 3.04, 2.79, 0.09
des-ede3-cfb, 100M, 1b, 3.20, 2.92, 0.12
des-ede3-ofb, 100M, 1b, 3.03, 2.78, 0.10
des-ofb, 100M, 1b, 1.34, 1.07, 0.12
des3, 100M, 1b, 3.11, 2.75, 0.15
desx, 100M, 1b, 1.31, 1.07, 0.10
rc2, 100M, 1b, 1.81, 1.56, 0.10
rc2-40-cbc, 100M, 1b, 1.81, 1.52, 0.14
rc2-64-cbc, 100M, 1b, 1.82, 1.56, 0.10
rc2-cbc, 100M, 1b, 1.82, 1.55, 0.11
rc2-cfb, 100M, 1b, 1.97, 1.65, 0.12
rc2-ecb, 100M, 1b, 1.78, 1.55, 0.09
rc2-ofb, 100M, 1b, 1.74, 1.47, 0.14
rc4, 100M, 1b, 0.38, 0.14, 0.10
rc4-40, 100M, 1b, 0.37, 0.13, 0.10
seed, 100M, 1b, 1.07, 0.80, 0.16
seed-cbc, 100M, 1b, 1.09, 0.83, 0.13
seed-cfb, 100M, 1b, 1.08, 0.84, 0.11
seed-ecb, 100M, 1b, 1.04, 0.80, 0.12
seed-ofb, 100M, 1b, 1.04, 0.83, 0.09
sm4-cbc, 100M, 1b, 0.91, 0.67, 0.12
sm4-cfb, 100M, 1b, 0.94, 0.69, 0.10
sm4-ctr, 100M, 1b, 0.97, 0.71, 0.10
sm4-ecb, 100M, 1b, 0.88, 0.66, 0.08
sm4-ofb, 100M, 1b, 0.90, 0.63, 0.12
aes-128-cbc, 100M, 1K, 0.44, 0.07, 0.09
aes-128-ecb, 100M, 1K, 0.27, 0.01, 0.09
aes-192-cbc, 100M, 1K, 0.50, 0.07, 0.10
aes-192-ecb, 100M, 1K, 0.23, 0.02, 0.10
aes-256-cbc, 100M, 1K, 0.34, 0.09, 0.09
aes-256-ecb, 100M, 1K, 0.31, 0.04, 0.07
aria-128-cbc, 100M, 1K, 1.08, 0.59, 0.09
aria-128-cfb, 100M, 1K, 0.84, 0.58, 0.11
aria-128-cfb1, 100M, 1K, 85.93, 85.66, 0.13
aria-128-cfb8, 100M, 1K, 9.50, 9.28, 0.12
aria-128-ctr, 100M, 1K, 0.81, 0.57, 0.12
aria-128-ecb, 100M, 1K, 0.75, 0.56, 0.08
aria-128-ofb, 100M, 1K, 0.76, 0.57, 0.08
aria-192-cbc, 100M, 1K, 0.87, 0.67, 0.10
aria-192-cfb, 100M, 1K, 0.86, 0.68, 0.09
aria-192-cfb1, 100M, 1K, 102.02, 99.88, 0.29
aria-192-cfb8, 100M, 1K, 11.64, 10.83, 0.11
aria-192-ctr, 100M, 1K, 0.94, 0.71, 0.08
aria-192-ecb, 100M, 1K, 0.91, 0.65, 0.09
aria-192-ofb, 100M, 1K, 0.90, 0.66, 0.09
aria-256-cbc, 100M, 1K, 1.04, 0.79, 0.09
aria-256-cfb, 100M, 1K, 1.02, 0.76, 0.11
aria-256-cfb1, 100M, 1K, 110.43, 109.17, 0.37
aria-256-cfb8, 100M, 1K, 12.49, 12.21, 0.10
aria-256-ctr, 100M, 1K, 1.03, 0.74, 0.14
aria-256-ecb, 100M, 1K, 1.00, 0.74, 0.10
aria-256-ofb, 100M, 1K, 1.00, 0.75, 0.09
base64, 100M, 1K, 0.41, 0.06, 0.14
bf, 100M, 1K, 0.84, 0.59, 0.10
bf-cbc, 100M, 1K, 0.85, 0.58, 0.11
bf-cfb, 100M, 1K, 1.05, 0.70, 0.10
bf-ecb, 100M, 1K, 0.86, 0.51, 0.12
bf-ofb, 100M, 1K, 0.81, 0.58, 0.08
camellia-128-cbc, 100M, 1K, 0.66, 0.38, 0.13
camellia-128-ecb, 100M, 1K, 0.67, 0.42, 0.09
camellia-192-cbc, 100M, 1K, 0.79, 0.56, 0.09
camellia-192-ecb, 100M, 1K, 0.81, 0.56, 0.09
camellia-256-cbc, 100M, 1K, 0.69, 0.58, 0.07
camellia-256-ecb, 100M, 1K, 0.77, 0.58, 0.08
cast, 100M, 1K, 0.87, 0.66, 0.08
cast-cbc, 100M, 1K, 1.07, 0.60, 0.14
cast5-cbc, 100M, 1K, 0.88, 0.65, 0.09
cast5-cfb, 100M, 1K, 1.06, 0.78, 0.14
cast5-ecb, 100M, 1K, 0.87, 0.60, 0.11
cast5-ofb, 100M, 1K, 0.90, 0.63, 0.12
des, 100M, 1K, 1.38, 1.08, 0.13
des-cbc, 100M, 1K, 1.54, 1.04, 0.15
des-cfb, 100M, 1K, 1.47, 1.24, 0.10
des-ecb, 100M, 1K, 1.34, 1.04, 0.08
des-ede, 100M, 1K, 3.01, 2.81, 0.09
des-ede-cbc, 100M, 1K, 3.09, 2.85, 0.12
des-ede-cfb, 100M, 1K, 3.19, 2.96, 0.12
des-ede-ofb, 100M, 1K, 3.07, 2.82, 0.16
des-ede3, 100M, 1K, 3.03, 2.80, 0.12
des-ede3-cbc, 100M, 1K, 3.07, 2.79, 0.13
des-ede3-cfb, 100M, 1K, 3.17, 2.91, 0.14
des-ede3-ofb, 100M, 1K, 3.06, 2.86, 0.10
des-ofb, 100M, 1K, 1.27, 1.06, 0.10
des3, 100M, 1K, 3.10, 2.82, 0.14
desx, 100M, 1K, 1.35, 1.12, 0.09
rc2, 100M, 1K, 1.91, 1.68, 0.11
rc2-40-cbc, 100M, 1K, 2.05, 1.59, 0.11
rc2-64-cbc, 100M, 1K, 1.79, 1.61, 0.07
rc2-cbc, 100M, 1K, 1.79, 1.54, 0.14
rc2-cfb, 100M, 1K, 1.91, 1.71, 0.09
rc2-ecb, 100M, 1K, 1.78, 1.53, 0.14
rc2-ofb, 100M, 1K, 1.97, 1.54, 0.10
rc4, 100M, 1K, 0.36, 0.13, 0.11
rc4-40, 100M, 1K, 0.35, 0.14, 0.11
seed, 100M, 1K, 1.08, 0.85, 0.12
seed-cbc, 100M, 1K, 1.08, 0.84, 0.13
seed-cfb, 100M, 1K, 1.08, 0.87, 0.10
seed-ecb, 100M, 1K, 1.03, 0.85, 0.09
seed-ofb, 100M, 1K, 1.01, 0.82, 0.12
sm4-cbc, 100M, 1K, 0.92, 0.72, 0.09
sm4-cfb, 100M, 1K, 0.96, 0.72, 0.09
sm4-ctr, 100M, 1K, 0.94, 0.71, 0.11
sm4-ecb, 100M, 1K, 0.87, 0.64, 0.11
sm4-ofb, 100M, 1K, 0.86, 0.69, 0.07
aes-128-cbc, 100M, 1M, 0.30, 0.07, 0.10
aes-128-ecb, 100M, 1M, 0.33, 0.02, 0.10
aes-192-cbc, 100M, 1M, 0.31, 0.08, 0.10
aes-192-ecb, 100M, 1M, 0.24, 0.04, 0.07
aes-256-cbc, 100M, 1M, 0.34, 0.13, 0.06
aes-256-ecb, 100M, 1M, 0.25, 0.03, 0.09
aria-128-cbc, 100M, 1M, 1.00, 0.52, 0.16
aria-128-cfb, 100M, 1M, 0.84, 0.55, 0.14
aria-128-cfb1, 100M, 1M, 87.76, 86.63, 0.24
aria-128-cfb8, 100M, 1M, 9.94, 9.38, 0.09
aria-128-ctr, 100M, 1M, 0.80, 0.60, 0.10
aria-128-ecb, 100M, 1M, 0.78, 0.56, 0.11
aria-128-ofb, 100M, 1M, 0.80, 0.58, 0.11
aria-192-cbc, 100M, 1M, 0.97, 0.71, 0.12
aria-192-cfb, 100M, 1M, 0.93, 0.68, 0.13
aria-192-cfb1, 100M, 1M, 105.45, 104.68, 0.44
aria-192-cfb8, 100M, 1M, 11.06, 10.82, 0.08
aria-192-ctr, 100M, 1M, 0.91, 0.69, 0.10
aria-192-ecb, 100M, 1M, 0.87, 0.61, 0.13
aria-192-ofb, 100M, 1M, 0.87, 0.63, 0.12
aria-256-cbc, 100M, 1M, 1.02, 0.77, 0.11
aria-256-cfb, 100M, 1M, 0.99, 0.78, 0.09
aria-256-cfb1, 100M, 1M, 111.96, 110.78, 0.35
aria-256-cfb8, 100M, 1M, 12.51, 12.21, 0.12
aria-256-ctr, 100M, 1M, 1.02, 0.77, 0.10
aria-256-ecb, 100M, 1M, 0.96, 0.72, 0.11
aria-256-ofb, 100M, 1M, 0.98, 0.71, 0.13
base64, 100M, 1M, 0.37, 0.05, 0.14
bf, 100M, 1M, 0.84, 0.63, 0.06
bf-cbc, 100M, 1M, 0.82, 0.60, 0.09
bf-cfb, 100M, 1M, 0.97, 0.70, 0.09
bf-ecb, 100M, 1M, 0.89, 0.52, 0.12
bf-ofb, 100M, 1M, 0.81, 0.56, 0.10
camellia-128-cbc, 100M, 1M, 0.66, 0.38, 0.13
camellia-128-ecb, 100M, 1M, 0.65, 0.44, 0.08
camellia-192-cbc, 100M, 1M, 0.79, 0.51, 0.13
camellia-192-ecb, 100M, 1M, 0.81, 0.56, 0.10
camellia-256-cbc, 100M, 1M, 0.78, 0.55, 0.09
camellia-256-ecb, 100M, 1M, 0.81, 0.57, 0.08
cast, 100M, 1M, 0.83, 0.61, 0.12
cast-cbc, 100M, 1M, 0.84, 0.62, 0.11
cast5-cbc, 100M, 1M, 0.85, 0.65, 0.09
cast5-cfb, 100M, 1M, 1.02, 0.81, 0.09
cast5-ecb, 100M, 1M, 0.84, 0.60, 0.11
cast5-ofb, 100M, 1M, 0.85, 0.64, 0.10
des, 100M, 1M, 1.29, 1.11, 0.07
des-cbc, 100M, 1M, 1.28, 1.06, 0.11
des-cfb, 100M, 1M, 1.41, 1.23, 0.08
des-ecb, 100M, 1M, 1.26, 1.05, 0.08
des-ede, 100M, 1M, 3.04, 2.86, 0.09
des-ede-cbc, 100M, 1M, 3.02, 2.83, 0.09
des-ede-cfb, 100M, 1M, 3.21, 2.98, 0.12
des-ede-ofb, 100M, 1M, 3.07, 2.87, 0.10
des-ede3, 100M, 1M, 3.02, 2.82, 0.10
des-ede3-cbc, 100M, 1M, 3.04, 2.82, 0.12
des-ede3-cfb, 100M, 1M, 3.19, 3.01, 0.08
des-ede3-ofb, 100M, 1M, 3.07, 2.85, 0.11
des-ofb, 100M, 1M, 1.28, 1.05, 0.11
des3, 100M, 1M, 3.05, 2.83, 0.10
desx, 100M, 1M, 1.53, 1.14, 0.12
rc2, 100M, 1M, 1.85, 1.57, 0.14
rc2-40-cbc, 100M, 1M, 2.82, 1.59, 0.10
rc2-64-cbc, 100M, 1M, 1.79, 1.59, 0.10
rc2-cbc, 100M, 1M, 1.81, 1.54, 0.15
rc2-cfb, 100M, 1M, 1.97, 1.68, 0.12
rc2-ecb, 100M, 1M, 1.76, 1.57, 0.09
rc2-ofb, 100M, 1M, 1.90, 1.58, 0.13
rc4, 100M, 1M, 0.35, 0.14, 0.11
rc4-40, 100M, 1M, 0.35, 0.13, 0.12
seed, 100M, 1M, 1.08, 0.85, 0.11
seed-cbc, 100M, 1M, 1.07, 0.82, 0.15
